F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Label
4.7654,45.275,38.811,7.9497,26.51,5.2182,44.894,7.3742,12.245,13.253,29.841,35.928,34.859,39.574,46.678,31.73,21.462,3.4575,12.692,8.8461,33.212,22.718,33.089,38.61,9.1946,52.083,30.823,9.0041,7.922,8.7252,36.17,1.1159,49.145,27.697,12.543,1,Corona
19.444,86.171,43.407,30.979,22.201,73.272,49.786,33.024,23.132,31.68,32.368,34.013,32.769,32.253,25.631,17.13,39.259,41.149,33.531,42.257,22.075,42.148,21.295,31.37,39.804,19.395,14.609,36.942,28.547,19.524,9.2889,60.063,52.94,33.337,52.118,1,Corona
1.8689,8.1625,45.456,28.061,19.475,11.122,19.378,26.558,11.063,64.573,56.642,32.812,43.416,16.186,14.547,27.735,20.34,35.757,17.768,41.236,18.733,28.407,26.834,48.714,67.577,45.826,4.5661,54.345,18.951,24.959,19.541,26.97,44.755,0.72956,28.318,1,Corona
42.071,26.053,27.255,49.369,72.774,20.385,28.456,30.559,42.617,29.895,44.024,36.807,29.44,24.775,14.402,24.692,21.006,31.717,25.742,36.641,16.558,35.257,64.629,36.82,28.153,27.185,41.481,56.063,36.09,20.271,30.926,28.339,35.313,14.179,80.656,1,Corona
30.089,7.2492,70.556,13.783,58.424,53.459,15.286,27.013,26.75,22.193,40.128,30.431,52.169,23.257,58.513,10.413,44.817,29.292,17.763,51.349,55.773,24.519,80.188,34.397,16.846,31.558,16.754,26.887,14.037,15.649,29.467,6.2335,36.363,37.319,50.428,1,Corona
43.108,3.4864,20.758,60.364,58.559,50.62,12.168,29.168,45.558,63.469,20.595,44.853,74.326,59.338,56.741,52.096,20.793,36.636,34.797,35.363,23.747,42.464,56.579,8.9615,38.412,44.073,20.258,41.023,34.775,30.908,23.627,25.242,26.111,24.869,48.177,1,Corona
44.079,61.398,20.582,34.54,50.467,36.998,44.272,29.015,29.395,50.141,37.716,43.63,34.461,29.506,41.504,13.161,39.617,42.796,34.235,31.507,36.345,65.949,27.323,20.679,46.657,29.408,27.841,22.004,15.314,7.0654,26.638,23.133,40.584,42.866,29.615,1,Corona
37.978,5.2508,3.2646,34.751,40.968,28.531,63.36,49.765,38.571,32.049,19.82,42.072,16.02,28.703,61.104,8.0733,43.023,56.82,26.971,9.4878,23.414,20.709,32.483,27.982,28.113,23.301,39.583,30.833,21.059,109.68,28.493,41.114,50.284,2.8827,17.036,1,Corona
4.3594,73.618,21.195,87.304,20.919,50.798,11.171,19.316,46.797,28.806,11.219,32.281,29.303,62.156,56.753,42.328,66.174,40.171,12.763,18.282,37.212,42.867,25.972,15.985,37.366,83.756,34.226,25.809,21.165,34.776,31.398,34.107,30.536,22.886,20.694,1,Corona
2.0397,17.56,12.574,50.605,23.632,54.515,49.546,14.619,41.287,41.047,15.757,32.15,59.548,8.8375,77.419,36.255,31.219,2.9071,35.966,33.992,36.164,4.3145,36.627,24.378,28.475,19.648,46.107,25.678,52.063,12.642,45.043,34.235,48.278,47.903,24.227,1,Corona
14.399,16.917,9.03,38.68,29.414,10.811,11.89,22.237,18.852,9.0359,15.219,44.125,9.2282,21.624,23.396,8.8579,19.998,37.235,24.421,14.856,14.519,14.149,41.54,17.282,12.877,17.572,44.848,33.33,28.282,44.824,32.186,23.541,20.504,10.199,7.4857,1,Corona
99.763,32.996,15.128,17.339,33.048,27.447,29.67,52.126,11.21,17.887,30.098,13.769,33.707,48.114,52.437,108.17,58.252,45.47,12.22,7.128,31.253,27.535,38.574,48.695,17.326,20.061,12.265,37.416,41.754,28.192,46.077,67.248,25.026,57.597,67.918,1,Corona
2.2174,37.694,21.734,82.282,62.951,21.318,19.77,9.9676,55.277,39.515,22.623,39.548,36.55,4.7034,10.74,43.392,46.519,25.538,61.858,76.145,33.88,51.956,57.143,27.498,16.619,54.538,17.722,75.539,14.516,38.667,52.529,46.333,60.295,12.411,48.098,1,Corona
22.374,53.65,72.022,26.318,9.4554,24.774,2.5719,28.303,21.028,36.397,30.368,46.811,48.291,79.33,47.353,23.974,38.351,53.346,29.429,41.186,1.94,9.7664,66.376,17.277,26.513,63.633,33.676,48.136,43.089,47.219,34.84,10.93,54.456,27.436,34.426,1,Corona
59.527,26.76,31.748,50.913,28.451,73.958,49.884,52.641,53.163,22.143,24.905,9.659,82.362,12.732,18.363,9.255,8.4681,13.983,10.989,32.534,14.399,3.8829,32.274,40.078,32.483,10.214,21.252,33.127,54.796,33.283,55.233,20.511,39.677,54.271,30.471,1,Corona
35.915,68.942,18.13,13.871,23.167,67.01,51.444,61.009,44.785,27.471,48.07,25.872,33.47,32.259,20.23,36.286,69.425,90.519,13.286,28.654,42.154,48.975,15.382,105.26,10.72,60.546,76.485,26.249,59.689,6.493,26.845,43.838,30.221,40.04,92.144,1,Corona
36.697,89.281,14.924,35.38,70.567,87.478,80.075,26.753,35.731,46.301,30.861,9.2384,51.427,66.329,35.958,22.201,33.106,52.046,28.512,65.034,24.857,2.7146,32.187,57.304,32.575,35.805,25.152,18.478,15.51,8.6513,35.769,65.207,64.602,30.315,35.637,1,Corona
102.27,23.371,86.572,24.669,43.271,37.883,17.721,7.4022,7.1259,36.636,42.046,35.188,73.401,80.623,82.219,90.652,75.465,87.587,58.583,19.589,15.541,54.102,26.287,14.846,42.2,20.222,8.512,48.2,28.866,22.438,94.561,18.968,27.546,66.265,16.4,1,Corona
2.7836,51.568,75.113,77.596,43.005,27.42,66.978,99.841,49.95,39.574,91.159,74.952,14.636,52.173,37.91,80.767,104.51,48.66,65.864,42.737,67.138,52.493,39.624,55.785,70.932,28.436,59.899,26.054,35.057,52.412,43.991,21.246,36.625,45.79,72.192,1,Corona
7.4023,51.593,48.479,35.173,24.886,116.8,32.849,25.973,58.819,74.295,63.998,45.973,97.66,53.936,26.265,30.01,86.621,26.275,48.937,33.92,19.816,17.173,76.064,21.724,57.199,22.56,9.491,32.063,34.192,46.583,18.758,13.56,23.56,46.848,30.713,1,Corona
9.4303,10.535,51.422,28.629,13.617,97.107,54.838,31.553,41.126,80.789,54.86,93.117,47.946,16.545,52.283,14.486,84.137,53.061,104.69,63.566,36.073,34.54,19.526,33.124,57.652,68.461,47.456,111.72,30.422,29.231,110.08,34.794,38.998,48.89,38.492,1,Corona
8.1126,8.1976,7.5698,5.2443,1.5565,11.796,7.7491,12.393,6.4253,6.5618,10.276,7.5392,9.6421,2.4746,6.3808,6.2259,5.4593,2.6658,6.2937,1.7734,6.0672,3.9358,12.598,14.248,5.6604,12.278,5.3417,5.1196,3.812,4.493,14.274,8.5921,6.9504,3.5769,7.1411,1,Corona
13.666,34.077,59.922,14.17,72.375,62.846,59.299,23.741,30.026,36.024,24.66,52.999,21.017,49.876,19.698,75.489,47.848,4.521,63.429,84.118,51.597,44.159,76.448,28.782,118.22,18.536,106.8,67.908,57.395,37.666,52.194,80.992,44.951,27.898,11.13,1,Corona
9.4877,13.602,6.5828,5.9763,9.5879,14.986,6.7932,10.964,5.8984,1.7773,4.8342,3.2806,6.8545,14.338,9.2607,17.949,8.093,13.066,2.4675,9.9651,6.9291,2.8229,12.395,8.9099,6.079,12.953,12.074,13.207,14.252,12.899,2.6397,5.9473,8.6963,1.9174,13.073,1,Corona
14.09,9.7808,10.861,12.563,16.314,13.261,3.3297,8.6386,6.2095,21.85,2.6952,4.371,20.838,10.395,19.007,4.521,8.1607,10.057,7.0067,4.8215,2.8496,9.2071,3.4781,9.7256,11.798,14.887,12.11,7.5182,8.7087,10.792,10.587,1.3686,8.4003,2.9814,24.14,1,Corona
0.090409,4.3749,0.91128,5.188,2.6976,4.7764,3.1766,2.3908,5.6818,3.5319,1.8255,4.6122,3.3938,5.1812,3.608,3.6578,6.244,4.0504,7.0675,3.7848,2.8494,4.4533,3.2545,4.4718,1.7873,2.8032,9.6523,8.7361,1.6944,3.0826,2.7639,6.4146,2.9337,4.8455,3.5148,2,Surface
0.8186,5.3606,3.549,4.8622,2.0545,3.2457,0.77564,4.2097,3.1466,2.3983,5.4524,5.4338,4.1662,0.54759,4.3346,1.9368,4.7863,3.2176,5.3762,0.31052,2.518,3.5468,1.7749,1.7738,0.33636,2.822,1.6496,4.2672,3.9406,2.1045,1.9221,1.5735,3.4902,8.2113,2.8773,2,Surface
0.65538,6.2951,4.3537,1.5459,4.2388,2.0839,5.3793,3.0085,2.5644,3.8154,5.9616,1.6341,5.4982,3.5759,4.3511,3.7459,4.5057,0.96886,2.2459,5.6437,0.34141,4.7931,2.3119,3.7769,5.5032,2.0738,0.6501,4.0072,2.106,2.0077,2.7734,5.7868,2.8343,1.0176,0.71691,2,Surface
0.121,2.9901,3.2883,1.3251,5.3275,3.0898,4.9397,3.3729,2.675,2.2474,4.2767,4.4432,2.5385,2.4716,1.1022,6.7987,2.6955,6.6482,3.2303,2.0388,2.821,3.0817,4.0177,5.5342,3.4927,2.406,2.0306,5.8579,3.8299,4.9253,2.6345,1.6126,1.9838,5.3664,2.8868,2,Surface
4.5208,6.8139,2.0937,1.8764,4.1225,3.2177,2.3496,5.3834,2.7085,0.79802,3.3339,3.7279,0.9645,3.7437,8.4058,2.0777,4.7855,3.3993,1.9429,2.253,0.44774,2.0276,7.1367,2.9482,2.0596,2.4197,4.5615,3.8953,2.8599,3.3769,2.2828,3.9105,2.9105,1.5434,0.59405,2,Surface
3.7443,2.8133,4.8789,4.3554,3.1048,4.3836,3.0641,5.8073,3.7516,1.1002,3.0395,5.3731,3.0075,2.5254,0.72359,1.0186,2.9675,4.119,2.5672,2.3096,2.1499,4.4618,4.672,5.2662,3.7565,1.1323,5.3043,0.29234,3.7324,4.0792,2.8259,4.7154,5.1696,4.549,2.902,2,Surface
2.8196,0.78473,1.6658,4.5685,2.7832,1.6629,2.0366,5.3556,2.7516,1.7562,4.7017,2.0884,3.1078,3.4566,6.3049,5.0733,3.5436,2.4026,6.4607,2.7385,0.18733,5.4402,3.7128,2.181,4.2247,4.4491,2.2247,4.9502,2.2019,2.1177,3.2112,8.4501,1.7378,1.9032,1.2607,2,Surface
3.9608,4.797,5.8045,2.3462,1.9255,5.6569,2.7503,0.60199,3.7697,5.0383,4.4471,1.2019,2.1763,4.58,3.9277,0.45442,4.3358,5.9159,4.595,2.9426,4.5445,3.9428,3.3884,0.30008,2.6311,5.1375,4.6528,2.1099,3.4256,1.3265,3.6133,1.8727,6.2899,1.1622,4.2054,2,Surface
0.63366,2.2917,1.0664,1.1946,2.9527,1.2382,1.9561,2.4777,2.8475,5.005,5.3929,4.6512,4.8993,0.93224,0.98344,2.0238,4.1473,0.74176,4.3676,0.67888,3.6843,1.9194,1.7835,2.5235,4.5994,2.9231,4.0011,3.3539,5.2602,2.4363,3.3392,5.677,6.1517,2.2068,2.3385,2,Surface
2.9932,4.152,5.1961,1.9714,7.2127,4.1798,0.49395,1.8368,2.0269,4.004,2.6627,3.5325,4.2367,4.1215,2.6187,7.2882,6.5669,2.7015,4.5277,4.1582,1.4231,3.9765,4.0562,2.8904,1.0603,4.2242,0.57262,0.3566,2.1625,5.9147,2.6578,3.8658,1.2736,1.0597,3.9109,2,Surface
2.8798,4.128,1.6972,5.2466,1.3919,5.2371,6.1024,5.8006,1.9179,3.8771,2.8094,0.8808,4.0438,3.1437,8.2752,2.761,5.0096,3.0746,1.5845,3.2783,3.0524,2.825,3.0011,1.7837,4.434,6.3675,4.2136,3.0836,4.4847,3.005,5.5296,3.943,5.3098,3.3133,0.52301,2,Surface
2.2555,2.9333,2.5797,4.8248,4.4142,1.3748,1.2107,2.7215,9.0662,9.2724,2.4519,1.2694,3.3053,3.829,2.9575,3.9856,6.861,5.1987,7.5618,1.9004,3.6494,2.9143,4.6349,4.2323,3.7558,1.9693,5.8908,0.72787,4.6382,3.6293,5.7147,4.4184,4.9292,2.1545,1.6619,2,Surface
5.3482,0.60804,4.7169,4.0042,3.6665,2.2917,1.7149,2.1777,5.0052,0.48912,3.2953,3.2573,4.5666,0.61763,2.8544,1.7311,3.4633,3.2267,1.3944,4.3179,4.7555,1.9663,4.4531,1.3181,4.0638,3.662,4.2183,3.9507,4.1765,2.2159,5.2113,1.2824,4.068,6.0929,1.4301,2,Surface
0.11131,3.761,5.3575,3.4969,6.0778,4.3862,1.0677,4.3836,2.7757,3.6794,2.1966,4.9075,2.8735,5.1838,3.0271,5.19,1.0833,4.0233,5.2413,4.0507,5.8063,1.8078,3.0578,4.0063,7.4037,2.47,2.6415,4.5446,3.5474,4.1246,4.6814,4.6771,6.906,3.8911,2.4515,2,Surface
4.5254,4.2339,6.0859,2.594,5.402,0.53532,3.3108,4.597,5.2494,2.1534,4.9169,2.4203,2.7935,4.4393,11.698,3.0806,3.14,3.8241,4.5079,1.2625,3.7015,2.2443,6.9941,2.191,2.9595,7.2781,2.7135,4.6124,1.5047,7.6027,2.9039,2.139,3.3519,2.952,3.7211,2,Surface
1.7015,5.0743,2.0423,4.4487,9.904,4.7194,4.3757,5.1299,1.214,2.2273,4.3134,2.2525,6.7613,1.2975,2.2844,0.5538,2.9326,5.476,4.9428,3.7126,2.659,4.8559,5.3457,3.3624,2.7934,5.6773,0.92153,1.5942,5.5451,7.1774,2.1112,4.0271,1.7789,0.94155,3.5896,2,Surface
0.91892,2.0014,3.7369,3.8093,6.955,2.2639,4.0048,3.58,3.7653,4.2304,6.2323,5.0644,3.8319,1.7112,3.4376,3.0318,2.4935,4.6011,6.0395,3.5649,6.9905,1.1363,3.3648,1.1876,10.452,5.5846,3.156,2.0121,2.1568,0.29946,1.7284,3.1457,4.4108,2.4769,5.0804,2,Surface
0.75308,2.2168,5.7782,3.1585,2.9372,3.1359,4.9778,3.0479,4.5,2.5078,5.8998,2.0422,2.2021,2.8702,7.1859,2.3828,6.702,5.6711,5.5093,0.66762,4.4819,0.78646,6.8139,1.5461,5.0227,4.9572,4.6542,2.984,6.4221,2.8651,4.2713,4.677,2.159,7.4427,1.5972,2,Surface
8.3323,5.1125,2.8874,1.0449,4.1173,3.0174,4.1396,8.957,4.8601,7.9773,1.1778,5.5486,2.412,3.9602,2.662,4.4791,3.341,5.8231,6.1112,7.117,5.0417,5.4137,1.3003,2.8404,2.0824,3.9658,1.833,4.2319,3.1633,6.9103,3.653,5.4094,4.2406,3.7014,2.652,2,Surface
1.7476,1.1843,3.427,2.284,4.2498,7.6656,7.6647,1.5083,3.6654,1.72,6.2838,4.2845,3.8023,5.9215,9.6813,2.0939,1.404,1.8642,2.971,4.2822,2.9465,3.5201,3.1354,6.8529,1.3258,3.9295,5.9162,0.54697,4.8326,4.4762,4.903,4.0919,5.8255,5.2492,3.8247,2,Surface
3.5737,1.5811,2.8386,3.3119,2.9729,1.582,6.1893,1.1646,5.6401,2.5767,2.3761,8.044,2.1714,2.7711,2.2105,3.3438,3.8561,2.6082,2.9381,2.0769,1.5201,3.233,3.7386,0.77711,3.1826,8.9036,3.1834,2.3941,5.18,3.4216,3.594,3.5811,7.4482,2.0865,2.388,2,Surface
6.8724,7.9406,5.7043,7.2772,7.9228,2.417,2.5129,3.8283,2.3053,8.0259,2.5828,4.4431,2.0109,0.91521,3.4864,6.9274,3.7546,5.086,0.54844,4.2772,5.3194,3.1634,0.94538,2.0647,2.7651,3.1997,7.994,3.2246,5.2767,4.777,4.2324,4.0548,3.4867,3.3803,7.7082,2,Surface
4.032,0.91986,5.212,0.66391,5.3558,3.3022,2.6551,0.74031,3.8143,1.8106,2.9859,3.5678,4.0117,3.5168,2.6134,4.9587,0.74067,2.7245,2.6631,3.1664,4.1313,3.5386,1.5926,0.93395,4.0004,3.7631,3.3641,5.3721,1.4327,2.7918,3.1281,3.1664,0.70607,3.2307,2.0159,2,Surface
2.8859,1.307,4.1097,6.7751,3.5119,6.1705,3.071,4.1955,5.8062,2.38,5.7629,5.3287,4.4323,3.7992,4.2722,2.1679,8.2423,4.583,10.269,3.9161,3.3937,3.0973,3.6929,1.5055,8.3794,6.9149,1.4311,2.5822,4.0782,2.2692,3.0989,3.734,4.6223,1.2947,5.8193,2,Surface
1.8487,2.1479,6.7287,1.8293,2.411,4.1872,3.7598,3.3183,5.9599,1.709,7.6009,0.69279,4.7354,2.9217,2.5837,2.2286,5.6288,1.1429,5.3885,2.7541,7.027,2.3514,4.9586,4.0446,1.6304,3.8207,3.0691,4.4384,2.8259,4.9838,1.5191,4.457,2.1998,1.4475,8.3097,2,Surface
3.9592,6.2969,7.0999,3.3441,5.4973,3.8014,1.4564,7.2447,3.4955,3.5045,5.5374,7.8067,7.4805,7.0825,3.1283,3.2983,3.5496,5.0275,9.2258,5.3658,8.167,5.5864,8.6979,5.8363,5.4199,9.2353,4.4065,3.6945,7.9714,8.6732,8.4548,4.4147,3.6164,0.69717,1.0876,2,Surface
3.2002,0.54694,5.468,2.1838,4.6099,8.4964,1.9838,3.8812,0.78922,5.1442,3.6276,3.585,7.3509,1.6896,3.234,6.6809,2.8681,5.0325,2.0286,4.4998,6.7998,3.8527,2.9205,2.7593,5.5555,2.8464,3.5376,3.0796,3.3318,1.5198,2.94,2.8824,3.81,4.6227,1.2134,2,Surface
5.726,1.5254,4.8629,2.3125,2.8504,1.1821,2.6259,2.2453,9.2996,4.7941,4.3791,4.2087,1.5393,4.5081,3.5894,5.8614,3.9889,4.6905,6.1308,3.4139,4.7434,3.1313,0.29762,6.2025,0.53135,1.0675,4.084,0.88456,3.9067,5.1015,1.5511,5.6712,3.1459,3.632,3.3413,2,Surface
6.7147,1.0461,4.4036,0.95342,4.9121,2.2389,2.486,1.0476,3.3977,4.2548,9.0218,4.4664,4.5636,6.6153,4.1099,0.50036,5.1341,3.2312,2.5154,2.6856,2.8026,3.4446,4.0721,6.1519,2.7537,5.1026,2.7109,4.2817,0.32412,3.2692,3.5083,3.196,5.7481,3.936,8.5759,2,Surface
0.61218,1.9639,1.2273,2.082,4.2561,7.4941,2.0269,6.1025,4.6147,1.8765,4.6974,4.2064,7.9689,7.8422,4.1497,2.8378,3.3086,7.9266,1.0224,5.2072,3.289,1.5375,6.2248,0.51828,1.6469,2.1649,2.277,3.6773,2.112,5.9727,7.7366,2.2612,2.6188,1.1692,0.63498,2,Surface
8.7479,5.9722,3.3828,4.3022,3.3007,2.1545,4.1082,2.7356,1.6259,2.3738,3.2052,4.0052,2.8577,6.3006,2.4066,0.17907,2.9432,1.4458,3.6352,1.9729,5.1739,2.5489,4.0404,4.194,6.038,7.385,4.2974,2.0898,5.7997,4.3319,3.3424,4.2731,3.149,4.8402,3.7779,2,Surface
4.1847,3.3813,3.5087,3.956,2.5893,1.1302,5.8727,2.7395,6.4462,2.8939,1.2271,6.1181,6.1362,0.36888,2.92,4.2063,7.5267,6.6541,5.0243,2.4486,4.7622,1.6455,4.168,4.1964,3.0201,2.0872,4.5287,3.4269,3.4266,4.1489,6.4803,4.0495,3.4099,4.0888,2.2368,2,Surface
0.35417,1.9973,3.2055,8.49,3.2646,3.7846,9.59,0.78562,3.9453,2.2556,5.3767,7.0413,4.195,3.5114,3.481,2.2927,3.4237,1.6875,2.0122,2.9378,9.3994,3.0247,1.0238,7.9895,4.4975,3.109,3.3114,2.2846,3.3697,5.6663,6.4262,2.4212,5.6247,5.3308,3.1935,2,Surface
1.2385,3.2392,3.3112,8.6119,2.7406,2.6347,2.17,6.8681,4.7453,4.548,1.9773,1.3269,3.8633,5.6939,0.90371,5.854,4.5789,4.2801,5.2396,2.5863,3.2865,4.5835,3.0295,5.4181,3.5606,3.1763,0.40573,5.8423,4.541,1.095,6.171,4.6701,9.7844,1.5285,5.2284,2,Surface
2.5733,2.4808,1.5535,6.5586,0.46235,2.7231,0.66106,5.6956,3.5381,4.3763,2.7814,3.8647,7.4664,8.7531,1.8165,1.6141,6.3359,3.3782,3.3277,3.8922,3.0807,8.8251,4.6655,4.0099,2.1781,2.4537,8.196,4.6791,1.442,2.2864,1.3677,5.4386,2.6432,4.1166,4.707,2,Surface
2.7528,2.0193,3.4515,4.5787,6.5484,2.9848,1.496,1.3712,1.2924,0.73354,5.1738,5.0944,5.2149,2.9834,4.4203,3.9656,5.9276,5.6419,2.8236,5.7536,5.4998,0.39529,6.205,6.517,2.5774,6.0366,1.2186,3.5466,5.5548,0.46135,3.7965,3.1056,5.2204,1.8883,4.3163,2,Surface
9.7686,2.2567,6.7231,3.5993,1.8084,1.0428,0.99509,4.7608,7.4274,3.5833,3.8352,5.6971,3.8071,4.0646,3.5888,6.7084,4.407,4.9382,5.5506,2.5929,0.91662,0.62428,5.0032,3.1937,0.76024,3.6724,5.0026,2.6559,1.1998,3.2805,3.0147,7.8131,2.8222,1.602,7.4587,2,Surface
9.5874,5.309,1.8671,4.9329,4.1765,4.639,4.2986,2.4665,2.6929,4.9894,3.9553,9.7176,3.2685,1.6558,3.6438,4.1639,8.0645,4.3768,6.893,2.3954,2.003,1.0536,5.7848,2.8055,4.2361,0.98272,3.0839,1.1462,3.9565,4.3015,3.3331,4.247,4.846,2.506,3.2205,2,Surface
12.238,3.2554,5.1843,3.3703,4.8272,4.6152,3.9627,2.3987,3.4252,7.6109,3.7094,7.4227,4.84,6.5954,3.6459,7.4474,8.1771,3.417,8.5933,2.0766,6.2189,6.146,5.7882,4.7171,6.4233,8.5421,3.38,4.9194,6.376,2.4505,5.7274,8.5975,5.7741,5.0695,1.0292,2,Surface
5.0016,3.6163,4.8523,4.3334,3.8373,2.9603,4.1897,5.7468,4.5547,0.66084,6.7957,3.579,5.8858,0.86295,4.5365,9.8049,7.893,3.3427,2.9637,2.6782,1.3957,1.7938,2.6444,0.61554,2.2533,0.20002,3.3111,5.0829,2.9364,6.532,3.0319,2.7787,1.855,1.8635,2.3686,2,Surface
5.8834,3.2554,2.8032,3.3783,1.7022,1.2538,1.1565,2.6242,1.1995,4.0693,4.5035,3.5755,1.7285,2.4422,2.1765,5.123,6.0863,5.4525,6.3505,4.4247,2.1574,3.1068,2.9167,5.5899,0.6186,1.0747,4.3885,1.5504,2.8209,1.5047,4.3387,2.8009,1.5716,4.5015,3.4169,2,Surface
11.649,2.0372,4.0291,3.4123,3.7145,5.6788,4.6094,1.119,3.2588,3.45,5.022,0.96683,3.0705,5.3911,7.5376,2.9547,2.958,9.7273,4.2662,6.8646,7.6309,1.2984,4.1193,0.70458,5.5016,2.2472,4.8038,4.1261,3.6893,7.6677,5.429,6.3162,3.8464,2.9082,2.914,2,Surface
2.0247,8.0286,8.1627,2.0088,1.8329,3.534,1.7668,5.6633,7.3376,3.0359,5.3413,1.5059,4.4163,4.7935,2.8491,0.92725,4.1175,10.068,4.9324,4.1005,5.3104,5.9953,3.7921,5.2909,7.7965,3.6386,0.58896,3.5084,2.4312,2.3089,4.9349,1.5843,4.9423,4.4283,3.8727,2,Surface
6.6503,9.0765,1.9973,1.8077,1.2133,2.7714,4.1009,4.1239,5.1288,3.3308,2.9157,2.8146,5.8379,6.6205,6.0795,4.1158,3.7384,5.2179,1.3562,3.7166,4.478,3.9192,1.2532,1.3408,6.157,8.9673,0.76661,7.8664,9.9382,4.0501,7.8862,4.0595,7.0332,4.8236,1.8199,2,Surface
5.8603,0.81849,1.9464,4.5913,3.586,9.2181,1.4133,3.6977,1.9795,3.97,7.8165,6.823,2.6899,1.6488,2.5964,6.7111,5.4318,3.3349,7.2193,2.9795,3.4732,5.1676,2.1306,8.3739,7.4619,6.0449,0.76323,5.8093,3.8108,7.8799,1.0937,3.8117,4.4198,2.0891,1.9299,2,Surface
3.6059,1.9344,7.6724,2.6628,2.2556,3.2655,3.8737,3.2922,1.228,0.27978,3.9818,4.4519,3.6841,3.1135,4.5896,5.5509,3.6659,5.3408,5.8169,5.4308,7.511,3.8418,9.127,5.7703,3.5784,3.2036,4.8616,3.9136,4.4944,1.2155,8.5256,5.5554,2.2674,1.4278,5.0327,2,Surface
1.587,4.1837,6.6004,1.5748,1.9525,5.6056,3.0611,4.4529,3.5951,6.4577,7.9089,4.2398,2.6313,4.5532,5.5605,4.1098,2.8279,4.5612,2.766,3.0963,3.306,4.1643,3.3556,1.2442,9.3761,1.1032,7.2858,4.381,9.2798,5.674,2.692,7.0863,1.0332,2.3517,7.5996,2,Surface
1.5834,3.9025,3.255,2.0217,3.1364,5.264,6.2496,2.4392,8.821,3.8082,5.4768,5.4601,2.1603,2.23,2.2412,1.1384,2.0172,5.0439,4.0368,4.7526,0.22547,4.5598,3.5873,1.1692,3.2355,3.38,2.0154,3.0927,5.875,2.0074,1.4881,3.8532,3.7267,4.7145,6.4225,2,Surface
7.41,0.40821,4.1771,8.9323,7.924,1.7012,2.3222,7.6383,3.5899,9.6466,5.0715,6.9188,6.8896,2.3905,1.6292,3.8214,8.5434,4.9422,8.9014,6.9695,5.8605,4.3849,13.329,9.3569,6.5397,4.7211,5.5992,7.104,2.43,6.123,2.7153,1.7875,6.1634,1.9154,3.2387,2,Surface
6.9615,1.6148,12.535,4.1662,4.376,2.2354,3.7789,1.7063,5.3924,4.9671,2.2106,2.2457,8.3933,3.1603,2.4747,3.1317,1.9122,1.8313,5.2973,1.9493,5.5632,2.2412,1.6425,3.9351,3.059,4.0154,1.3485,5.0179,7.7636,3.6341,2.9029,1.4558,6.2843,7.7756,3.0147,2,Surface
